year,reporter_code,reporter_name,partner_code,partner_name,hs_code,commodity_name,trade_value_usd,net_weight_kg,flow_type
2020,392,Japan,643,Russian Federation,8703,Motor cars and vehicles,4147161227.89,8158081.43,Import
2020,392,Japan,804,Ukraine,8703,Motor cars and vehicles,3705335746.12,1098750.74,Export
2021,392,Japan,156,China,8703,Motor cars and vehicles,9696653838.86,36111422.04,Import
2021,392,Japan,643,Russian Federation,8703,Motor cars and vehicles,8756551958.06,1948146.32,Export
2022,392,Japan,0,World,8703,Motor cars and vehicles,7195753156.71,18576382.05,Import
2022,392,Japan,804,Ukraine,8703,Motor cars and vehicles,7667020550.94,25524862.84,Export
2023,392,Japan,276,Germany,8703,Motor cars and vehicles,8751131382.93,23499691.79,Import
2023,392,Japan,842,USA,8703,Motor cars and vehicles,5578611228.88,3839327.06,Export
2024,392,Japan,0,World,8703,Motor cars and vehicles,9506293886.96,45944078.35,Import
2024,392,Japan,643,Russian Federation,8703,Motor cars and vehicles,7762561829.11,7896135.11,Export
2018,156,China,392,Japan,8703,Motor cars and vehicles,14243522140.73,63823269.89,Import
2018,156,China,0,World,8703,Motor cars and vehicles,13868320280.06,37572705.93,Export
2019,156,China,156,China,8703,Motor cars and vehicles,9706182622.85,14606312.8,Import
2019,156,China,156,China,8703,Motor cars and vehicles,11646608282.26,54900922.5,Export
2020,156,China,392,Japan,8703,Motor cars and vehicles,7015384858.69,16319528.25,Import
2020,156,China,842,USA,8703,Motor cars and vehicles,8002626780.81,33900296.4,Export
2021,156,China,804,Ukraine,8703,Motor cars and vehicles,13394202823.59,7649670.32,Import
2021,156,China,276,Germany,8703,Motor cars and vehicles,9932062328.58,15607057.6,Export
2022,156,China,392,Japan,8703,Motor cars and vehicles,16727666113.58,6223950.59,Import
2022,156,China,804,Ukraine,8703,Motor cars and vehicles,13500555558.74,19744177.24,Export
2023,156,China,0,World,8703,Motor cars and vehicles,14113934810.48,66738239.13,Import
2023,156,China,392,Japan,8703,Motor cars and vehicles,10125937323.16,19889530.67,Export
2024,156,China,156,China,8703,Motor cars and vehicles,15155288157.03,26475688.7,Import
2024,156,China,842,USA,8703,Motor cars and vehicles,14381182319.4,61739390.75,Export
2018,699,India,392,Japan,8703,Motor cars and vehicles,4629280797.76,13422395.19,Import
2018,699,India,842,USA,8703,Motor cars and vehicles,4831494425.47,12317017.54,Export
2019,699,India,392,Japan,8703,Motor cars and vehicles,3215840298.63,4509229.66,Import
2019,699,India,276,Germany,8703,Motor cars and vehicles,4928028228.54,18995259.01,Export
2020,699,India,643,Russian Federation,8703,Motor cars and vehicles,2581348790.78,7001489.97,Import
2020,699,India,156,China,8703,Motor cars and vehicles,2326195582.05,1105783.09,Export
2021,699,India,0,World,8703,Motor cars and vehicles,3483842878.56,17355337.67,Import
2021,699,India,156,China,8703,Motor cars and vehicles,5348449214.16,17511235.44,Export
2022,699,India,276,Germany,8703,Motor cars and vehicles,3160510363.92,3772975.74,Import
2022,699,India,643,Russian Federation,8703,Motor cars and vehicles,3535955905.12,2003303.44,Export
2023,699,India,392,Japan,8703,Motor cars and vehicles,3563925581.8,1569156.16,Import
2023,699,India,392,Japan,8703,Motor cars and vehicles,4760337600.01,9429661.31,Export
2024,699,India,276,Germany,8703,Motor cars and vehicles,4611715682.53,8278155.6,Import
2024,699,India,0,World,8703,Motor cars and vehicles,4178064932.64,2455229.4,Export
2018,410,South Korea,842,USA,8703,Motor cars and vehicles,6363547541.69,14052847.78,Import
2018,410,South Korea,0,World,8703,Motor cars and vehicles,6247641824.56,7808457.95,Export
2019,410,South Korea,804,Ukraine,8703,Motor cars and vehicles,6613786830.1,5044801.74,Import
2019,410,South Korea,156,China,8703,Motor cars and vehicles,5663765232.57,12527755.65,Export
2020,410,South Korea,392,Japan,8703,Motor cars and vehicles,3184842101.4,13282152.41,Import
2020,410,South Korea,276,Germany,8703,Motor cars and vehicles,2815350443.46,4086208.55,Export
2021,410,South Korea,156,China,8703,Motor cars and vehicles,5521470329.11,3506963.76,Import
2021,410,South Korea,842,USA,8703,Motor cars and vehicles,6232891867.0,1824444.77,Export
2022,410,South Korea,804,Ukraine,8703,Motor cars and vehicles,4698079535.48,5456994.29,Import
2022,410,South Korea,276,Germany,8703,Motor cars and vehicles,6386142986.8,23403568.5,Export
2023,410,South Korea,156,China,8703,Motor cars and vehicles,6045146515.06,2884709.07,Import
2023,410,South Korea,643,Russian Federation,8703,Motor cars and vehicles,5811508771.65,9311556.04,Export
2024,410,South Korea,643,Russian Federation,8703,Motor cars and vehicles,5809205206.18,14415051.27,Import
2024,410,South Korea,643,Russian Federation,8703,Motor cars and vehicles,4874785825.36,713722.06,Export
2018,842,USA,0,World,8708,Parts for motor vehicles,6861604522.11,27828415.1,Import
2018,842,USA,804,Ukraine,8708,Parts for motor vehicles,9376772452.49,45477062.53,Export
2019,842,USA,156,China,8708,Parts for motor vehicles,9540810439.28,18242735.88,Import
2019,842,USA,0,World,8708,Parts for motor vehicles,10321615399.19,2737187.0,Export
2020,842,USA,276,Germany,8708,Parts for motor vehicles,4600073295.08,19457340.67,Import
2020,842,USA,643,Russian Federation,8708,Parts for motor vehicles,5025883238.86,10416758.52,Export
2021,842,USA,392,Japan,8708,Parts for motor vehicles,10939350729.01,50132020.68,Import
2021,842,USA,276,Germany,8708,Parts for motor vehicles,8990062956.32,13242598.68,Export
2022,842,USA,392,Japan,8708,Parts for motor vehicles,11382142279.85,12999628.44,Import
2022,842,USA,276,Germany,8708,Parts for motor vehicles,6606263735.23,24778256.98,Export
2023,842,USA,276,Germany,8708,Parts for motor vehicles,9427998829.71,8979846.09,Import
2023,842,USA,643,Russian Federation,8708,Parts for motor vehicles,9753747647.98,31049247.38,Export
2024,842,USA,643,Russian Federation,8708,Parts for motor vehicles,8921491522.78,12302703.43,Import
2024,842,USA,156,China,8708,Parts for motor vehicles,8435597145.08,35588801.01,Export
2018,276,Germany,392,Japan,8708,Parts for motor vehicles,3603769469.73,12024790.08,Import
2018,276,Germany,842,USA,8708,Parts for motor vehicles,5651241390.79,9146758.63,Export
2019,276,Germany,842,USA,8708,Parts for motor vehicles,4670823006.36,10200775.53,Import
2019,276,Germany,0,World,8708,Parts for motor vehicles,5647992142.37,24664797.3,Export
2020,276,Germany,643,Russian Federation,8708,Parts for motor vehicles,3871097372.63,2161379.57,Import
2020,276,Germany,643,Russian Federation,8708,Parts for motor vehicles,2438887850.18,4144435.82,Export
2021,276,Germany,276,Germany,8708,Parts for motor vehicles,5331239789.73,23421813.88,Import
2021,276,Germany,392,Japan,8708,Parts for motor vehicles,6525547843.21,19802912.37,Export
2022,276,Germany,804,Ukraine,8708,Parts for motor vehicles,3959183660.01,2331320.48,Import
2022,276,Germany,842,USA,8708,Parts for motor vehicles,4161763624.35,7390535.06,Export
2023,276,Germany,276,Germany,8708,Parts for motor vehicles,6036689273.8,2343268.93,Import
2023,276,Germany,804,Ukraine,8708,Parts for motor vehicles,5190866365.24,16140514.88,Export
2024,276,Germany,156,China,8708,Parts for motor vehicles,4967956421.06,4070973.2,Import
2024,276,Germany,643,Russian Federation,8708,Parts for motor vehicles,5093084759.75,20244490.13,Export
2018,392,Japan,643,Russian Federation,8708,Parts for motor vehicles,4759025653.5,12318388.37,Import
2018,392,Japan,276,Germany,8708,Parts for motor vehicles,6773510170.87,8135766.71,Export
2019,392,Japan,643,Russian Federation,8708,Parts for motor vehicles,5900475560.99,28527925.26,Import
2019,392,Japan,156,China,8708,Parts for motor vehicles,6159770404.52,23578941.78,Export
2020,392,Japan,276,Germany,8708,Parts for motor vehicles,3850197348.06,18525118.5,Import
2020,392,Japan,276,Germany,8708,Parts for motor vehicles,4322736597.55,10444915.86,Export
2021,392,Japan,804,Ukraine,8708,Parts for motor vehicles,6026199652.87,3168758.4,Import
2021,392,Japan,392,Japan,8708,Parts for motor vehicles,6151389898.58,18409811.94,Export
2022,392,Japan,842,USA,8708,Parts for motor vehicles,6691623229.48,10902400.12,Import
2022,392,Japan,643,Russian Federation,8708,Parts for motor vehicles,5527482661.76,10952523.11,Export
2023,392,Japan,0,World,8708,Parts for motor vehicles,5424897417.68,17824965.96,Import
2023,392,Japan,643,Russian Federation,8708,Parts for motor vehicles,6572597584.54,19685461.17,Export
2024,392,Japan,804,Ukraine,8708,Parts for motor vehicles,4175565160.43,8597275.17,Import
2024,392,Japan,392,Japan,8708,Parts for motor vehicles,5211739772.51,9632765.47,Export
2018,156,China,643,Russian Federation,8708,Parts for motor vehicles,10673387146.69,38317372.91,Import
2018,156,China,276,Germany,8708,Parts for motor vehicles,7921477058.84,20487489.26,Export
2019,156,China,804,Ukraine,8708,Parts for motor vehicles,11105981359.92,6224565.09,Import
2019,156,China,276,Germany,8708,Parts for motor vehicles,11973636650.36,35733715.46,Export
2020,156,China,156,China,8708,Parts for motor vehicles,6445964098.43,4006384.06,Import
2020,156,China,643,Russian Federation,8708,Parts for motor vehicles,4317027807.88,18146607.18,Export
2021,156,China,804,Ukraine,8708,Parts for motor vehicles,8483906269.21,28941875.25,Import
2021,156,China,276,Germany,8708,Parts for motor vehicles,9353020960.22,24976486.08,Export
2022,156,China,0,World,8708,Parts for motor vehicles,8842592339.14,8833021.64,Import
2022,156,China,643,Russian Federation,8708,Parts for motor vehicles,11546473876.85,55622746.62,Export
2023,156,China,156,China,8708,Parts for motor vehicles,9685589517.81,47237798.54,Import
2023,156,China,804,Ukraine,8708,Parts for motor vehicles,8523843237.08,21178825.49,Export
2024,156,China,392,Japan,8708,Parts for motor vehicles,11385819349.71,13661767.85,Import
2024,156,China,156,China,8708,Parts for motor vehicles,9761405680.38,45357801.49,Export
2018,699,India,392,Japan,8708,Parts for motor vehicles,3742536387.27,12346277.4,Import
2018,699,India,392,Japan,8708,Parts for motor vehicles,3679624894.86,15072003.93,Export
2019,699,India,804,Ukraine,8708,Parts for motor vehicles,2686356808.68,5202896.99,Import
2019,699,India,804,Ukraine,8708,Parts for motor vehicles,3584974476.88,9217083.1,Export
2020,699,India,0,World,8708,Parts for motor vehicles,1981081387.12,2702662.74,Import
2020,699,India,804,Ukraine,8708,Parts for motor vehicles,2326307067.93,6113596.9,Export
2021,699,India,392,Japan,8708,Parts for motor vehicles,3266504377.92,15960799.3,Import
2021,699,India,804,Ukraine,8708,Parts for motor vehicles,3495636835.68,3890395.48,Export
2022,699,India,156,China,8708,Parts for motor vehicles,2588689087.73,9864891.07,Import
2022,699,India,392,Japan,8708,Parts for motor vehicles,4044243177.06,11976353.53,Export
2023,699,India,804,Ukraine,8708,Parts for motor vehicles,2871866577.01,7218173.46,Import
2023,699,India,156,China,8708,Parts for motor vehicles,4007244301.2,15521289.35,Export
2024,699,India,392,Japan,8708,Parts for motor vehicles,2521471538.01,5214100.12,Import
2024,699,India,643,Russian Federation,8708,Parts for motor vehicles,4320787686.55,13197058.67,Export
2018,410,South Korea,276,Germany,8708,Parts for motor vehicles,3545506198.14,8139071.02,Import
2018,410,South Korea,0,World,8708,Parts for motor vehicles,3525833584.01,5903084.79,Export
2019,410,South Korea,643,Russian Federation,8708,Parts for motor vehicles,3383278023.21,13102708.16,Import
2019,410,South Korea,842,USA,8708,Parts for motor vehicles,3548233911.05,10592009.76,Export
2020,410,South Korea,156,China,8708,Parts for motor vehicles,2565975153.7,10100436.64,Import
2020,410,South Korea,804,Ukraine,8708,Parts for motor vehicles,2150318396.67,6965224.29,Export
2021,410,South Korea,392,Japan,8708,Parts for motor vehicles,3938499485.84,3174210.6,Import
2021,410,South Korea,804,Ukraine,8708,Parts for motor vehicles,4097687706.67,821926.05,Export
2022,410,South Korea,0,World,8708,Parts for motor vehicles,5221135554.69,15245336.71,Import
2022,410,South Korea,842,USA,8708,Parts for motor vehicles,3617332892.87,16635402.88,Export
2023,410,South Korea,392,Japan,8708,Parts for motor vehicles,4276426187.87,1228892.85,Import
2023,410,South Korea,392,Japan,8708,Parts for motor vehicles,2909505081.34,10530284.35,Export
2024,410,South Korea,0,World,8708,Parts for motor vehicles,3567803607.34,15719031.91,Import
2024,410,South Korea,0,World,8708,Parts for motor vehicles,4647179200.87,6819155.59,Export
2018,842,USA,0,World,2709,"Petroleum oils, crude",23645571861.68,7349527.0,Import
2018,842,USA,392,Japan,2709,"Petroleum oils, crude",21044065639.68,97918490.86,Export
2019,842,USA,156,China,2709,"Petroleum oils, crude",17133440529.79,68747763.85,Import
2019,842,USA,276,Germany,2709,"Petroleum oils, crude",22858887378.1,103667894.61,Export
2020,842,USA,643,Russian Federation,2709,"Petroleum oils, crude",15209535866.81,39524614.2,Import
2020,842,USA,276,Germany,2709,"Petroleum oils, crude",9681950317.8,42537015.3,Export
2021,842,USA,643,Russian Federation,2709,"Petroleum oils, crude",21766762680.61,98303720.94,Import
2021,842,USA,804,Ukraine,2709,"Petroleum oils, crude",27010898177.04,99245210.48,Export
2022,842,USA,0,World,2709,"Petroleum oils, crude",16665164270.66,80255137.61,Import
2022,842,USA,842,USA,2709,"Petroleum oils, crude",22297075617.17,5920769.47,Export
2023,842,USA,842,USA,2709,"Petroleum oils, crude",27569168902.53,121404075.5,Import
2023,842,USA,842,USA,2709,"Petroleum oils, crude",20294014787.31,35932735.71,Export
2024,842,USA,0,World,2709,"Petroleum oils, crude",16105836906.78,38485718.14,Import
2024,842,USA,842,USA,2709,"Petroleum oils, crude",25922144390.81,104188340.11,Export
2018,276,Germany,804,Ukraine,2709,"Petroleum oils, crude",14048162283.31,5581760.64,Import
2018,276,Germany,392,Japan,2709,"Petroleum oils, crude",12446960827.46,28121800.83,Export
2019,276,Germany,156,China,2709,"Petroleum oils, crude",11883652846.37,45667524.49,Import
2019,276,Germany,804,Ukraine,2709,"Petroleum oils, crude",10402750969.51,18338398.87,Export
2020,276,Germany,0,World,2709,"Petroleum oils, crude",7995753790.14,9678004.35,Import
2020,276,Germany,842,USA,2709,"Petroleum oils, crude",5458092710.61,19568202.89,Export
2021,276,Germany,0,World,2709,"Petroleum oils, crude",10996142928.89,22644863.96,Import
2021,276,Germany,156,China,2709,"Petroleum oils, crude",11182829446.32,6305361.07,Export
2022,276,Germany,392,Japan,2709,"Petroleum oils, crude",16512111793.09,54309211.3,Import
2022,276,Germany,842,USA,2709,"Petroleum oils, crude",17427130875.07,78038083.82,Export
2023,276,Germany,643,Russian Federation,2709,"Petroleum oils, crude",11526655755.0,26049190.72,Import
2023,276,Germany,276,Germany,2709,"Petroleum oils, crude",14430102660.63,25141763.74,Export
2024,276,Germany,276,Germany,2709,"Petroleum oils, crude",15373298073.65,42165983.3,Import
2024,276,Germany,392,Japan,2709,"Petroleum oils, crude",11047170691.44,31302743.65,Export
2018,392,Japan,0,World,2709,"Petroleum oils, crude",9896249308.06,10173109.83,Import
2018,392,Japan,156,China,2709,"Petroleum oils, crude",13328156049.21,4567849.24,Export
2019,392,Japan,156,China,2709,"Petroleum oils, crude",18534896999.66,43255420.81,Import
2019,392,Japan,392,Japan,2709,"Petroleum oils, crude",10538987645.7,35763742.62,Export
2020,392,Japan,156,China,2709,"Petroleum oils, crude",6320689776.83,30899896.74,Import
2020,392,Japan,276,Germany,2709,"Petroleum oils, crude",9934138594.17,23814249.36,Export
2021,392,Japan,276,Germany,2709,"Petroleum oils, crude",12390280653.09,38725411.43,Import
2021,392,Japan,392,Japan,2709,"Petroleum oils, crude",12458947035.42,41671223.07,Export
2022,392,Japan,276,Germany,2709,"Petroleum oils, crude",15194533661.63,66164319.76,Import
2022,392,Japan,276,Germany,2709,"Petroleum oils, crude",14384891407.21,60268921.79,Export
2023,392,Japan,643,Russian Federation,2709,"Petroleum oils, crude",20715491729.89,26516785.63,Import
2023,392,Japan,392,Japan,2709,"Petroleum oils, crude",14396844513.78,46694097.47,Export
2024,392,Japan,276,Germany,2709,"Petroleum oils, crude",18269951072.96,71595043.29,Import
2024,392,Japan,643,Russian Federation,2709,"Petroleum oils, crude",16087283468.94,36302391.34,Export
2018,156,China,842,USA,2709,"Petroleum oils, crude",19811714125.63,39657420.49,Import
2018,156,China,804,Ukraine,2709,"Petroleum oils, crude",25485128570.53,96369721.49,Export
2019,156,China,842,USA,2709,"Petroleum oils, crude",20513589674.87,43756894.99,Import
2019,156,China,842,USA,2709,"Petroleum oils, crude",19139742816.24,63954222.27,Export
2020,156,China,156,China,2709,"Petroleum oils, crude",13272931243.16,64313768.93,Import
2020,156,China,804,Ukraine,2709,"Petroleum oils, crude",16432268513.79,67013174.13,Export
2021,156,China,156,China,2709,"Petroleum oils, crude",19240935013.21,69609874.23,Import
2021,156,China,804,Ukraine,2709,"Petroleum oils, crude",32635539326.0,139032689.16,Export
2022,156,China,842,USA,2709,"Petroleum oils, crude",30325082633.75,41554262.77,Import
2022,156,China,392,Japan,2709,"Petroleum oils, crude",20619040723.35,39545674.04,Export
2023,156,China,0,World,2709,"Petroleum oils, crude",32564873659.99,12317748.04,Import
2023,156,China,0,World,2709,"Petroleum oils, crude",20168037220.06,43842461.23,Export
2024,156,China,0,World,2709,"Petroleum oils, crude",18855796604.32,48931418.51,Import
2024,156,China,276,Germany,2709,"Petroleum oils, crude",19528656633.53,76106251.68,Export
2018,699,India,276,Germany,2709,"Petroleum oils, crude",9960614808.01,29326640.43,Import
2018,699,India,842,USA,2709,"Petroleum oils, crude",9740357595.52,41647555.56,Export
2019,699,India,156,China,2709,"Petroleum oils, crude",7202756095.2,25827166.33,Import
2019,699,India,804,Ukraine,2709,"Petroleum oils, crude",6382116898.33,15430362.32,Export
2020,699,India,156,China,2709,"Petroleum oils, crude",3850336897.98,11350450.68,Import
2020,699,India,804,Ukraine,2709,"Petroleum oils, crude",4102433219.67,1576760.69,Export
2021,699,India,842,USA,2709,"Petroleum oils, crude",7816417212.21,23492103.96,Import
2021,699,India,643,Russian Federation,2709,"Petroleum oils, crude",10136787997.28,36113475.83,Export
2022,699,India,643,Russian Federation,2709,"Petroleum oils, crude",7866941257.66,28844175.54,Import
2022,699,India,276,Germany,2709,"Petroleum oils, crude",10336209245.33,8587435.13,Export
2023,699,India,842,USA,2709,"Petroleum oils, crude",7486561877.92,24882966.89,Import
2023,699,India,842,USA,2709,"Petroleum oils, crude",10678590224.16,45849422.28,Export
2024,699,India,0,World,2709,"Petroleum oils, crude",9709971426.41,1709326.18,Import
2024,699,India,0,World,2709,"Petroleum oils, crude",8945089006.34,42251375.86,Export
2018,410,South Korea,0,World,2709,"Petroleum oils, crude",9551034022.3,30575655.11,Import
2018,410,South Korea,392,Japan,2709,"Petroleum oils, crude",12239826208.15,58250363.59,Export
2019,410,South Korea,0,World,2709,"Petroleum oils, crude",11752854513.87,11362148.52,Import
2019,410,South Korea,276,Germany,2709,"Petroleum oils, crude",13042141675.7,7094824.67,Export
2020,410,South Korea,643,Russian Federation,2709,"Petroleum oils, crude",5323080561.55,15280495.17,Import
2020,410,South Korea,392,Japan,2709,"Petroleum oils, crude",6966399403.85,29429809.09,Export
2021,410,South Korea,842,USA,2709,"Petroleum oils, crude",9450561004.11,42488920.84,Import
2021,410,South Korea,804,Ukraine,2709,"Petroleum oils, crude",12294132767.59,2601661.1,Export
2022,410,South Korea,842,USA,2709,"Petroleum oils, crude",12808458943.11,12984314.03,Import
2022,410,South Korea,0,World,2709,"Petroleum oils, crude",12436595777.32,6740301.94,Export
2023,410,South Korea,156,China,2709,"Petroleum oils, crude",10926482988.38,12785297.73,Import
2023,410,South Korea,276,Germany,2709,"Petroleum oils, crude",8626094962.02,13544432.71,Export
2024,410,South Korea,804,Ukraine,2709,"Petroleum oils, crude",12585266123.13,48158416.85,Import
2024,410,South Korea,392,Japan,2709,"Petroleum oils, crude",11302073024.85,34599628.25,Export
